education,balance,day,month,duration,campaign,pdays,previous,age_filled,contact_cellular,contact_telephone,contact_nan,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,poutcome_failure,poutcome_none,poutcome_other,poutcome_success,marital_married,marital_single,default_yes,housing_yes,loan_yes,subscribed_yes,has_loan
1.5,1.0380173039422382,0.03333333333333333,0.2727272727272727,0.07834602829162132,0.06369203691172227,0.4520743919885551,0.12795487539181366,57.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.7071536280882856,0.06666666666666667,0.2727272727272727,0.04352557127312296,0.06369203691172227,-0.2804005722460658,1.0090282388164127,37.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.3324605688812289,0.06666666666666667,0.2727272727272727,-0.2132752992383025,-0.6605774113987196,0.8583690987124464,0.7153371176748797,38.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0.5,0.5779301733590244,0.06666666666666667,0.2727272727272727,0.5048966267682263,-0.6605774113987196,0.8583690987124464,-0.16573624574971937,54.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.5,0.523320112850374,0.06666666666666667,0.2727272727272727,0.5092491838955386,0.06369203691172227,0.2575107296137339,0.4216459965333467,56.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.709554587567033,0.06666666666666667,0.2727272727272727,0.26550598476605003,-0.6605774113987196,0.8068669527896996,-0.16573624574971937,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,1.3628638044050354,0.06666666666666667,0.2727272727272727,0.9096844396082698,-0.6605774113987196,-0.26895565092989987,0.12795487539181366,35.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.7755052116690175,0.06666666666666667,0.2727272727272727,0.3394994559303591,-0.6605774113987196,0.7782546494992847,-0.4594273668912524,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,0.4982456954190898,0.06666666666666667,0.2727272727272727,-0.661588683351469,-0.6605774113987196,0.8583690987124464,-0.4594273668912524,34.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1.0,0.6308243236351714,0.06666666666666667,0.2727272727272727,0.17845484221980412,0.06369203691172227,0.8640915593705293,-0.4594273668912524,38.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1.0,1.4900694747750818,0.06666666666666667,0.2727272727272727,1.0794341675734493,-0.6605774113987196,-0.26895565092989987,0.12795487539181366,56.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.7167230709280958,0.06666666666666667,0.2727272727272727,0.017410228509249184,-0.6605774113987196,-0.2632331902718169,0.7153371176748797,39.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.6337850928587757,0.6333333333333333,0.2727272727272727,-0.6398258977149075,0.7879614852221641,0.9098712446351931,-0.16573624574971937,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
1.5,1.343969863544878,0.6333333333333333,0.2727272727272727,0.13492927094668117,0.06369203691172227,0.6409155937052933,0.12795487539181366,57.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
0.5,0.637105513433519,0.6333333333333333,0.2727272727272727,0.6528835690968444,0.06369203691172227,0.29756795422031473,0.4216459965333467,46.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.590743382233467,0.6333333333333333,0.2727272727272727,-0.0957562568008705,-0.6605774113987196,0.9384835479256081,-0.4594273668912524,40.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.5,1.985966934582215,0.6333333333333333,0.2727272727272727,-0.9009793253536452,0.7879614852221641,-0.17167381974248927,-0.4594273668912524,34.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.5,0.5522014889008472,0.6333333333333333,0.2727272727272727,-0.2219804134929271,0.7879614852221641,0.8812589413447782,1.0090282388164127,31.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,0.564158574407491,0.6333333333333333,0.2727272727272727,-0.45701849836779107,0.06369203691172227,0.9556509298998569,0.12795487539181366,43.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,1.2883169935412893,0.6333333333333333,0.2727272727272727,-0.36126224156692055,-0.6605774113987196,0.8354792560801144,-0.4594273668912524,27.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,0.6121182214208085,0.6333333333333333,0.2727272727272727,0.2959738846572361,-0.6605774113987196,0.9041487839771102,-0.4594273668912524,53.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.7278850241547845,0.6333333333333333,0.2727272727272727,-0.6354733405875952,0.7879614852221641,0.9384835479256081,-0.4594273668912524,34.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,1.2326374214758675,0.6333333333333333,0.2727272727272727,0.2132752992383025,-0.6605774113987196,0.5035765379113019,-0.4594273668912524,33.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.5,0.5290814397317307,0.6333333333333333,0.2727272727272727,-0.013057671381936888,0.06369203691172227,0.8412017167381974,-0.4594273668912524,51.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
1.5,0.610606506763789,0.6333333333333333,0.2727272727272727,0.36126224156692055,0.06369203691172227,0.9041487839771102,-0.4594273668912524,50.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.5,0.9302970076993313,0.6333333333333333,0.2727272727272727,-0.4091403699673558,0.06369203691172227,0.8354792560801144,0.12795487539181366,34.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.6274829462376748,0.6333333333333333,0.2727272727272727,-0.6833514689880305,-0.6605774113987196,-0.17167381974248927,-0.4594273668912524,43.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
1.5,0.5724442715580058,0.6333333333333333,0.2727272727272727,-0.8139281828073993,2.2365003818430482,0.8354792560801144,0.7153371176748797,35.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1.5,0.5526023704447189,0.6333333333333333,0.2727272727272727,-0.48748639825897716,0.06369203691172227,0.949928469241774,0.12795487539181366,42.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.7098971116819386,0.6333333333333333,0.2727272727272727,-0.7138193688792165,-0.6605774113987196,0.7954220314735336,-0.16573624574971937,45.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.7560745642720633,0.6333333333333333,0.2727272727272727,-0.8661588683351469,-0.6605774113987196,0.7896995708154506,-0.16573624574971937,31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,0.6618430200922563,0.6333333333333333,0.2727272727272727,-0.9227421109902068,-0.6605774113987196,-0.17167381974248927,0.12795487539181366,35.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.9648576594335808,0.6333333333333333,0.2727272727272727,-0.3177366702937976,-0.6605774113987196,0.5092989985693849,-0.4594273668912524,35.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,1.1905456073375915,0.6333333333333333,0.2727272727272727,0.9314472252448314,-0.6605774113987196,0.5092989985693849,-0.4594273668912524,39.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.5,0.523320112850374,0.6333333333333333,0.2727272727272727,-0.6354733405875952,0.06369203691172227,0.4406294706723891,-0.4594273668912524,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,2.515486717401646,0.6333333333333333,0.2727272727272727,0.4309031556039173,-0.6605774113987196,0.8698140200286123,0.12795487539181366,33.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,0.63452391747788,0.0,0.2727272727272727,0.8313384113166485,-0.6605774113987196,0.8412017167381974,-0.4594273668912524,33.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1.0,0.920080164869669,0.0,0.2727272727272727,2.3939064200217626,-0.6605774113987196,-0.26895565092989987,-0.4594273668912524,37.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
1.5,1.0652695821723468,0.0,0.2727272727272727,4.004352557127312,-0.6605774113987196,0.4520743919885551,0.12795487539181366,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1.0,0.523320112850374,0.0,0.2727272727272727,0.25680087051142547,-0.6605774113987196,0.6924177396280401,-0.4594273668912524,35.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.5,0.772614574431104,0.0,0.2727272727272727,0.2176278563656148,0.06369203691172227,0.24606580829756797,0.4216459965333467,49.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
1.0,1.429905844644723,0.03333333333333333,0.2727272727272727,-0.48748639825897716,-0.6605774113987196,0.721030042918455,-0.16573624574971937,33.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.5,0.9393220867175562,0.03333333333333333,0.2727272727272727,0.544069640914037,-0.6605774113987196,-0.2632331902718169,-0.4594273668912524,35.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.0,1.2608646843030777,0.03333333333333333,0.2727272727272727,-0.6093579978237215,0.7879614852221641,0.8469241773962805,-0.4594273668912524,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.5,0.9982636667015922,0.6333333333333333,0.2727272727272727,-0.9532100108813928,2.96076983015349,0.8011444921316166,0.4216459965333467,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.0,0.5903575056956638,0.6333333333333333,0.2727272727272727,0.08269858541893363,-0.6605774113987196,0.8812589413447782,0.4216459965333467,46.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.5,1.7020061414096948,0.6333333333333333,0.2727272727272727,-0.6093579978237215,-0.6605774113987196,0.3605150214592275,0.7153371176748797,34.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,1.6248165281937672,0.6333333333333333,0.2727272727272727,-0.9923830250272034,2.96076983015349,0.709585121602289,0.12795487539181366,30.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1
1.0,0.5257933184873727,0.6333333333333333,0.2727272727272727,0.6528835690968444,-0.6605774113987196,0.9556509298998569,0.12795487539181366,33.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.0,0.9311208435115205,0.6333333333333333,0.2727272727272727,0.49183895538628947,0.06369203691172227,0.8984263233190272,-0.4594273668912524,43.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.5,0.9850868923901855,0.6333333333333333,0.2727272727272727,-0.9053318824809575,3.6850392784639316,0.5150214592274678,0.12795487539181366,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
1.0,0.5012036492365352,0.6333333333333333,0.2727272727272727,-0.9880304678998912,2.2365003818430482,0.8011444921316166,1.5964104810994788,36.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.5,0.5489886379572814,0.6333333333333333,0.2727272727272727,0.1044613710554951,-0.6605774113987196,0.7896995708154506,-0.4594273668912524,30.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1.5,0.625994298296822,0.6333333333333333,0.2727272727272727,1.9760609357997825,0.06369203691172227,0.8755364806866953,0.4216459965333467,35.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.0,1.0461244555153046,0.6333333333333333,0.2727272727272727,-0.3394994559303591,-0.6605774113987196,0.0,-0.4594273668912524,31.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1.0,1.6428962641641394,0.1,1.0,2.1066376496191515,2.2365003818430482,2.0257510729613735,0.7153371176748797,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.6722095022326959,0.2,1.0,-0.7268770402611534,-0.6605774113987196,0.017167381974248927,-0.16573624574971937,31.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.5810515150257538,0.2,1.0,-0.4047878128400435,-0.6605774113987196,0.5779685264663805,0.12795487539181366,42.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,2.0406527916335637,0.2,1.0,-0.15669205658324264,-0.6605774113987196,0.08011444921316166,-0.16573624574971937,32.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,0.776466903551365,0.26666666666666666,1.0,-0.4396082698585419,0.7879614852221641,0.05150214592274678,-0.16573624574971937,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.5,0.9414977727976555,0.3,1.0,-0.235038084874864,-0.6605774113987196,-0.14878397711015737,-0.4594273668912524,22.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,1.0760133821005562,0.3,1.0,0.5571273122959739,-0.6605774113987196,0.05150214592274678,0.4216459965333467,45.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.5,1.4660829479179989,0.43333333333333335,1.0,0.117519042437432,-0.6605774113987196,0.07439198855507868,-0.16573624574971937,40.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,1.4004720678739526,0.43333333333333335,1.0,0.14363438520130578,-0.6605774113987196,0.06866952789699571,-0.16573624574971937,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.5,0.5505963537299075,0.43333333333333335,1.0,-0.6528835690968444,0.06369203691172227,-0.4062947067238913,-0.4594273668912524,64.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.8008390353877746,0.5,1.0,0.38737758433079433,-0.6605774113987196,-0.3319027181688126,-0.16573624574971937,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1.5,0.523320112850374,0.5333333333333333,1.0,-0.352557127312296,-0.6605774113987196,0.09728183118741059,-0.16573624574971937,46.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.523320112850374,0.5333333333333333,1.0,-0.6050054406964092,-0.6605774113987196,0.2804005722460658,-0.16573624574971937,47.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.6736309653172239,0.5333333333333333,1.0,-0.5788900979325353,-0.6605774113987196,0.13733905579399142,-0.4594273668912524,56.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1.0,0.6007242616524088,0.5333333333333333,1.0,-0.5484221980413493,0.06369203691172227,0.13161659513590845,0.12795487539181366,52.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.7432391180508612,0.5333333333333333,1.0,-0.22633297062023938,2.96076983015349,0.08011444921316166,-0.16573624574971937,31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,0.6757593785644882,0.5666666666666667,1.0,0.9488574537540805,2.96076983015349,0.09728183118741059,-0.4594273668912524,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.8761077170969196,0.6666666666666666,1.0,-0.5223068552774756,0.06369203691172227,0.11444921316165951,-0.4594273668912524,44.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.0,0.8030255096412614,0.6666666666666666,1.0,-0.6180631120783461,2.2365003818430482,0.11444921316165951,4.239630571373276,40.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,0.8406849133983342,0.6666666666666666,1.0,0.6485310119695321,3.6850392784639316,-0.2918454935622318,-0.16573624574971937,49.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1.0,1.020097472704752,0.7666666666666667,1.0,1.2361262241566922,0.7879614852221641,-0.2804005722460658,0.12795487539181366,48.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.5,1.2844686165810444,0.7666666666666667,1.0,0.004352557127312296,-0.6605774113987196,0.13733905579399142,-0.16573624574971937,59.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,1.4289051778670379,0.7666666666666667,1.0,-0.7573449401523396,0.7879614852221641,0.11444921316165951,-0.16573624574971937,49.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.5,0.752142714458887,0.7666666666666667,1.0,0.16104461371055495,-0.6605774113987196,0.12017167381974249,-0.4594273668912524,32.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,1.420358837011818,0.9,1.0,-0.18715995647442873,-0.6605774113987196,0.21745350500715308,-0.4594273668912524,47.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1.5,1.9377931680556766,0.9,1.0,-0.4309031556039173,-0.6605774113987196,-0.34334763948497854,0.12795487539181366,35.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1.5,0.7541105717945997,0.9333333333333333,1.0,-0.5527747551686616,-0.6605774113987196,0.36623748211731044,-0.4594273668912524,36.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
1.5,1.3116643464585263,0.9666666666666667,1.0,-0.39173014145810664,0.06369203691172227,0.20600858369098712,-0.4594273668912524,30.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1.0,1.3519308211130212,0.9666666666666667,1.0,-0.5484221980413493,0.7879614852221641,0.2861230329041488,-0.16573624574971937,40.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.8893605664616467,0.03333333333333333,0.09090909090909091,-0.661588683351469,0.06369203691172227,-0.045779685264663805,0.4216459965333467,33.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.6271109919577255,0.03333333333333333,0.09090909090909091,-0.6441784548422198,-0.6605774113987196,0.5207439198855508,-0.4594273668912524,36.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
1.0,0.764216599039891,0.03333333333333333,0.09090909090909091,-0.11316648531011969,-0.6605774113987196,0.5150214592274678,-0.16573624574971937,53.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,0.6378418898140175,0.03333333333333333,0.09090909090909091,0.04352557127312296,-0.6605774113987196,0.4406294706723891,-0.16573624574971937,44.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1.5,0.9061056599071081,0.03333333333333333,0.09090909090909091,-0.23939064200217627,-0.6605774113987196,0.46924177396280403,0.12795487539181366,31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
